"brand","make","year","cm3","km","price"
"Renault","Modus","2007","1461.0","216000","2890"
"Fiat","Grande Punto","2011","1300.0","199400","4200"
"Mercedes","200","2005","2148.0","235000","5890"
"Opel","Astra","1996","1700.0","1234","750"
"Opel","Corsa","1999","1.0","234200","1200"
"Škoda","Octavia","2001","1900.0","298000","2499"
"Renault","Clio","2003","1390.0","157000","1500"
"Peugeot","308","2007","1598.0","205000","4200"
"VW","Passat","2008","1968.0","237500","6250"
"Škoda","Fabia","2003","1400.0","192700","1999"
"Ford","Fiesta","2002","1399.0","197123","1799"
"Fiat","Grande Punto","2008","1390.0","171000","2990"
"VW","Passat","2004","1968.0","348346","2450"
"Audi","A6","2010","1968.0","190929","9700"
"Citroen","C3 Picasso","2009","1560.0","134300","3950"
"Yugo","55","2005","1100.0","72000","1200"
"BMW","118","2006","1995.0","233565","4950"
"Fiat","Grande Punto","2007","1368.0","134198","2299"
"BMW","Serija 7","2015","2993.0","72000","34900"
"Peugeot","307","2007","1560.0","296660","3000"
"Audi","A4","2009","1968.0","272930","8450"
"Chevrolet","Spark","2009","796.0","131500","1950"
"Peugeot","Bipper","2009","1360.0","166412","3250"
"Opel","Astra","2008","1670.0","148000","3450"
"Opel","Corsa","2007","1234.0","152000","2900"
"Mercedes","B klasa","2006","1991.0","175527","3800"
"Ford","Focus","2004","1800.0","195000","1600"
"Peugeot","106","2002","1124.0","183000","650"
"Mercedes","B 200","2006","1980.0","162000","4400"
"Renault","Espace","2010","1995.0","285973","4950"
"Zastava","10","2006","1243.0","117000","1500"
"Opel","Antara","2007","1991.0","219225","6550"
"Mazda","6","2004","2000.0","213000","2600"
"Honda","Jazz","2007","1339.0","179047","3900"
"VW","Passat","2010","1968.0","256000","7400"
"Citroen","C3","2004","1398.0","223388","2000"
"Ford","Focus","2008","1560.0","228500","4150"
"Citroen","C3","2003","1360.0","236000","2100"
"VW","New Beetle","2001","1781.0","220100","3100"
"Mazda","6","2004","2000.0","169000","2399"
"Fiat","500C","2013","1242.0","55000","6999"
"Citroen","C3","2008","1360.0","200000","3500"
"Škoda","Yeti","2011","1968.0","159858","7800"
"Toyota","Yaris","2007","1298.0","156500","3400"
"Peugeot","307","2005","1587.0","157552","3100"
"Opel","Astra","2003","1700.0","380000","800"
"Opel","Vectra","2005","1900.0","280000","2800"
"Fiat","Punto","2004","1248.0","204000","1580"
"Audi","A4","2015","1968.0","230758","14850"
"BMW","318","2001","1800.0","24000","1750"
"Fiat","Freemonte","2014","1956.0","120759","11990"
"Renault","Scenic","2006","1600.0","236000","2300"
"VW","Passat","2002","1900.0","250","2650"
"Fiat","Punto","2001","1242.0","154000","950"
"Mercedes","C 200","2004","2148.0","220000","3500"
"VW","Golf 2","1986","1600.0","222222","400"
"VW","Golf 5","2006","1980.0","205455","4000"
"Renault","Clio","2006","1461.0","171000","2990"
"Opel","Meriva","2004","1686.0","194000","2499"
"BMW","118","2008","1995.0","156000","5099"
"Mazda","2","2011","1349.0","177000","4150"
"Ford","Mondeo","2013","1997.0","192700","8200"
"Mitsubishi","Space Star","2004","1870.0","190000","1550"
"Ford","Focus","2001","1596.0","255000","1500"
"Mercedes","A 170","2000","1689.0","179000","2190"
"Peugeot","107","2007","999.0","104000","2750"
"VW","Passat","2011","2000.0","271000","6999"
"Suzuki","SX 4","2012","1586.0","85000","5950"
"Peugeot","407","2004","2000.0","213000","2390"
"Renault","Modus","2004","1461.0","181000","2350"
"VW","Golf 2","1991","1600.0","288045","600"
"Citroen","C5","2001","1997.0","250000","1500"
"Rover","45","2004","1596.0","136000","1800"
"Renault","Megane","2005","1900.0","265000","2600"
"Toyota","Aygo","2007","999.0","141000","2800"
"Opel","Corsa","2005","1300.0","260000","1999"
"Kia","Sportage","2017","1685.0","73000","17000"
"Suzuki","Liana","2002","1600.0","145000","1700"
"Citroen","C4 Grand Picasso","2007","1560.0","210000","2999"
"Citroen","C3","2002","1400.0","224000","1880"
"MINI","One","2012","1600.0","190000","4700"
"Mercedes","E 300","1998","2999.0","288000","850"
"VW","T2","1981","1576.0","50000","1350"
"Honda","CR_V","2007","2204.0","161990","7490"
"Alfa Romeo","147","2002","1598.0","225000","1150"
"VW","Passat","2010","1600.0","245300","5600"
"Opel","Vectra","1999","1998.0","350000","750"
"Smart","ForTwo","2001","800.0","260000","1700"
"Opel","Zafira","2003","2000.0","250","1950"
"Mitsubishi","Colt","2007","1333.0","236000","2550"
"Mitsubishi","Space Star","2004","1870.0","190000","1550"
"Škoda","Octavia","2004","1900.0","214000","2500"
"Citroen","C4","2005","1600.0","304000","2500"
"VW","Polo","2002","1200.0","168474","1790"
"Fiat","Stilo","2004","1910.0","235000","1200"
"BMW","520","2013","1995.0","216000","15500"
"Ford","Mondeo","2001","1800.0","190000","1700"
"VW","Golf 3","1997","1781.0","300450","1000"
"Mercedes","A 170","2003","1700.0","149000","2300"
"Citroen","C5","2009","200.0","206508","6300"
"VW","Passat","2002","1896.0","180547","2250"
"Opel","Agila","2008","1000.0","94000","3050"
"Mitsubishi","Space Star","2001","1970.0","270000","1100"
"BMW","Serija 5","2017","2998.0","72770","43900"
"Nissan","X_Trail","2016","1598.0","153552","13900"
"Opel","Vectra","2002","1995.0","254000","1690"
"Mazda","CX 5","2015","2191.0","141000","12990"
"Mazda","CX 5","2014","2191.0","166814","12990"
"BMW","X3","2009","1995.0","295159","8999"
"Ford","Mondeo","2004","1980.0","178000","1650"
"BMW","520","2010","1995.0","180559","10700"
"VW","Golf 5","2005","1390.0","202579","3150"
"Mercedes","Sprinter","1998","2874.0","596000","2700"
"BMW","Serija 3","2007","2996.0","155683","8900"
"VW","Passat","2016","1968.0","165753","12500"
"Mercedes","Vito","2016","2143.0","181643","21990"
"Lancia","Delta","2009","1956.0","250000","4490"
"Volvo","XC 70","2015","2400.0","130070","19990"
"Škoda","Fabia","2013","1390.0","121124","5350"
"Zastava","Koral","2005","1100.0","90000","600"
"Ford","Focus C_Max","2013","998.0","119360","6980"
"VW","Sharan","2016","1968.0","171750","14450"
"Škoda","Rapid","2015","1422.0","145520","6600"
"Nissan","Qashqai","2015","1461.0","159921","10990"
"Opel","Astra","1997","1790.0","250000","650"
"Citroen","C3","2007","1124.0","124154","2200"
"Opel","Astra","2007","1600.0","152000","3400"
"Nissan","Qashqai","2016","1461.0","159213","11490"
"Opel","Astra","2009","1697.0","171244","3400"
"Fiat","Punto","2002","1910.0","183000","1100"
"Škoda","Octavia","2016","1598.0","130847","9950"
"Rover","200","1998","1396.0","180000","650"
"BMW","120","2005","1995.0","188800","3990"
"BMW","116","2015","1496.0","163631","10990"
"Opel","Vectra","2001","1995.0","220000","300"
"Hyundai","i30","2010","1582.0","196985","3999"
"Opel","Agila","2001","1199.0","200900","1550"
"Mercedes","M klasa","2007","2987.0","152052","9999"
"Peugeot","3008","2017","1560.0","98654","17900"
"Nissan","Qashqai","2015","1598.0","152100","11800"
"BMW","X5","2014","2993.0","102482","34999"
"Nissan","X_Trail","2013","1995.0","149770","10999"
"Seat","Ibiza","2015","1199.0","101250","6400"
"Mercedes","GLK 320","2008","2997.0","193000","11400"
"Seat","Altea XL","2010","1968.0","123531","7550"
"VW","Golf 4","2001","1896.0","246117","2300"
"VW","Passat","2015","1968.0","154786","13950"
"Dodge","Nitro","2008","2777.0","138000","7500"
"Škoda","Superb","2016","1968.0","157800","19450"
"Peugeot","308","2008","1560.0","204000","4250"
"VW","Touran","2007","1896.0","209000","4950"
"Audi","A4","2002","1896.0","201000","3450"
"Ford","S_Max","2009","2179.0","189200","5999"
"BMW","Serija 1","2006","1995.0","194816","4800"
"Volvo","S90","2017","1969.0","58750","37500"
"Audi","A6","2012","1968.0","136000","14690"
"Peugeot","206","2002","1600.0","470000","900"
"Peugeot","206","2003","1100.0","161694","1800"
"Audi","A6","2016","1968.0","175000","18500"
"VW","Sharan","2011","1968.0","186000","10600"
"Mercedes","GLC 250","2017","2143.0","150000","32800"
"Audi","A6","2015","1986.0","168000","17499"
"Opel","Astra","2001","1700.0","235000","1600"
"VW","Polo","1998","1716.0","11111","470"
"Mazda","6","2005","1998.0","144000","2500"
"Renault","Modus","2005","1200.0","167651","2250"
"Renault","Megane","2005","1598.0","207000","2300"
"VW","Golf 3","1993","1800.0","209400","860"
"Dacia","Duster","2011","1600.0","208000","5000"
"Mercedes","Sprinter","2003","2148.0","245700","5999"
"Ford","Fiesta","2014","1242.0","157310","4800"
"Renault","Clio","2017","1461.0","107000","7399"
"VW","Passat","2007","1900.0","225000","4500"
"Peugeot","308","2008","1997.0","170000","3690"
"Audi","A5","2009","1968.0","195000","10800"
"Peugeot","206","2004","1600.0","203000","1600"
"Fiat","Stilo","2003","1900.0","178000","1590"
"Opel","Astra","2003","1686.0","232000","1800"
"Renault","Laguna","2002","1990.0","1111111111","343"
"Toyota","Corolla Verso","2009","2231.0","179000","4250"
"BMW","320","2000","1951.0","230000","2000"
"VW","Touran","2005","1896.0","191200","3399"
"Renault","Espace","2001","1990.0","192000","324"
"Škoda","Superb","2016","1998.0","214000","14300"
"Opel","Zafira","2003","1796.0","170000","2350"
"Opel","Meriva","2006","1248.0","187000","2499"
"Renault","Megane","2005","1461.0","176451","1600"
"VW","Polo","2006","1422.0","180000","3000"
"Citroen","C5","2008","1997.0","271000","5250"
"VW","Golf 6","2009","1395.0","152100","5350"
"Citroen","C4","2015","1560.0","166000","7699"
"Audi","A3","2016","1968.0","160000","14300"
"Audi","A6","2014","1968.0","187000","18990"
"Fiat","Croma","2008","1910.0","191500","2850"
"Fiat","500L","2013","1300.0","161000","6800"
"Ford","Fiesta","2002","1399.0","165000","1750"
"Audi","A5","2016","1968.0","168000","21300"
"Kia","Sportage","2004","2000.0","200444","4600"
"Citroen","C8","2003","2190.0","130000","10"
"Škoda","Octavia","1998","1600.0","1111","1750"
"Citroen","C4","2007","1997.0","170000","100"
"Opel","Vectra","2001","1998.0","296150","350"
"Mitsubishi","Pajero Pinin","2001","1990.0","180000","1600"
"Seat","Cordoba","2001","1400.0","155000","1700"
"Fiat","Stilo","2001","1910.0","255000","1300"
"Renault","Laguna","2002","1870.0","218000","800"
"Ford","Focus","2000","1755.0","181182","800"
"Ford","Focus","2006","1800.0","300000","2400"
"Renault","Kadjar","2016","1598.0","156756","14650"
"Mercedes","B 180","2015","1461.0","134944","11650"
"Audi","A5","2018","1968.0","55950","29000"
"Renault","Laguna","1998","1990.0","111111111","343"
"Škoda","Superb","2017","1598.0","94000","15900"
"SsangYong","Rexton","2006","2700.0","146000","4000"
"Honda","Jazz","2009","1339.0","136044","5690"
"Suzuki","Vitara","2016","1598.0","148243","13999"
"Ford","Mondeo","2010","2179.0","169000","6990"
"Fiat","Sedici","2007","1910.0","179000","3998"
"Mercedes","A 170","2002","1689.0","160000","1700"
"Škoda","Fabia","2015","1197.0","28721","10490"
"VW","Touran","2003","1900.0","210000","1500"
"VW","Passat","2011","1968.0","253320","8250"
"Renault","Laguna","2005","1870.0","298345","1350"
"Škoda","Octavia","2012","1390.0","132170","6880"
"Opel","Corsa","2013","1229.0","39116","6200"
"VW","Passat","2015","1968.0","153550","12490"
"Jeep","Cherokee","2006","2800.0","312758","4600"
"Volvo","XC 90","2004","2400.0","240000","6500"
"Ford","Galaxy","2016","1997.0","72731","24840"
"Opel","Astra","2015","1598.0","159000","7938"
"BMW","Serija 3","2015","1995.0","129375","15999"
"BMW","X3","2013","2993.0","92473","19999"
"Renault","Laguna","1999","1990.0","167000","231"
"Audi","Q5","2015","2967.0","155286","20490"
"Škoda","Rapid","2014","1598.0","29701","8499"
"Peugeot","5008","2012","1598.0","159290","6799"
"BMW","Serija 3","2013","1995.0","149059","12999"
"Ford","Ranger","2015","3196.0","124600","19900"
"Škoda","Fabia","2006","1198.0","90757","1999"
"Audi","A6","2002","2498.0","242000","2800"
"Opel","Astra","1997","1600.0","260000","850"
"Smart","Smart","2004","700.0","138000","2500"
"Hyundai","i40","2015","1685.0","97200","12900"
"VW","Touran","2004","1896.0","228000","3300"
"Fiat","Idea","2005","1248.0","205125","2200"
"Audi","A3","2015","1598.0","206414","12450"
"BMW","518","2015","1995.0","155591","17350"
"Ford","Focus","2006","1800.0","300000","2400"
"Mazda","6","2011","2183.0","142920","7280"
"VW","Tiguan","2016","1968.0","146921","13990"
"Renault","Clio","2007","1149.0","159779","2710"
"VW","Passat","2015","1968.0","176605","13990"
"Mazda","6","2009","2183.0","166591","6199"
"VW","Passat","2003","1896.0","265000","2200"
"Opel","Corsa","2016","1248.0","129801","7950"
"Renault","Laguna","2002","1870.0","200000","900"
"VW","Touran","2016","1598.0","183200","11450"
"VW","Tiguan","2014","1968.0","159680","14290"
"Nissan","Qashqai","2014","1461.0","80119","11600"
"Volvo","V40","2015","1969.0","172417","10950"
"Renault","Espace","2002","2190.0","2147483647","343"
"Opel","Zafira","2000","1796.0","208955","1350"
"Fiat","Scudo","2009","1997.0","221000","5900"
"Volvo","V40","2017","1969.0","134616","11999"
"Škoda","Fabia","2015","1422.0","58358","7490"
"Seat","Alhambra","2011","1968.0","339900","7500"
"Seat","Leon","2014","1598.0","174764","8990"
"Škoda","Rapid","2015","1598.0","96866","10400"
"Renault","Clio","2010","1461.0","231502","2999"
"Citroen","C3","2009","1124.0","164154","2800"
"Renault","Clio","2014","1461.0","110959","6500"
"Audi","A4","2008","1968.0","228909","6990"
"Renault","Megane","2008","1461.0","219000","2850"
"Renault","Clio","2015","1461.0","102707","6990"
"Škoda","Superb","2015","1968.0","126110","13790"
"Honda","CR_V","2014","1597.0","131783","12999"
"Citroen","Berlingo","2011","1560.0","190594","4300"
"Hyundai","i10","2010","1086.0","111374","3600"
"Renault","Kangoo","2014","1197.0","134815","6499"
"Renault","Clio","2003","1461.0","173984","1590"
"Opel","Combo","2013","1364.0","110068","6850"
"Opel","Astra","2007","1248.0","90263","3850"
"Mercedes","C 180","2016","1598.0","178364","17950"
"VW","Golf 7","2015","1968.0","189765","9290"
"VW","Golf 6","2011","1598.0","203617","5800"
"Audi","A4","2015","1968.0","151485","11990"
"BMW","Serija 5","2006","2993.0","221912","6690"
"Ford","Mondeo","2015","1997.0","21123","13900"
"Renault","Kangoo","2014","1461.0","126651","6800"
"Mazda","5","2007","1998.0","228615","3990"
"Volvo","V60","2011","2400.0","135211","10490"
"Mercedes","C klasa","2009","1796.0","268346","6500"
"Hyundai","Getz","2008","1086.0","102000","2299"
"Ford","Fiesta","2007","1399.0","134223","2790"
"BMW","Serija 5","2015","1995.0","164970","16990"
"Opel","Insignia","2010","1956.0","143505","6400"
"VW","Golf 7","2016","1598.0","173000","9990"
"Mercedes","A 180","2007","1991.0","187000","3699"
"Ford","Focus","2008","1560.0","244030","3490"
"BMW","Serija 2","2015","1995.0","181313","12490"
"VW","Polo","2006","1422.0","164993","3790"
"Audi","A5","2017","2967.0","89000","33990"
"Volvo","V40","2017","1969.0","134616","11999"
"Fiat","Punto","2003","1242.0","142658","1299"
"Volvo","XC 60","2016","2400.0","135919","25999"
"Opel","Insignia","2018","1956.0","139638","18999"
"VW","Eos","2010","1390.0","128693","7390"
"Škoda","Fabia","2010","1390.0","163481","4600"
"VW","Touran","2012","1598.0","308000","5990"
"Opel","Corsa","2007","1300.0","154000","2600"
"Peugeot","207","2006","1360.0","140000","3250"
"VW","Touran","2003","1998.0","290000","2599"
"Renault","Megane","2005","1598.0","188000","3800"
"Peugeot","206","2006","1400.0","151401","2590"
"Opel","Insignia","2015","1956.0","130148","11999"
"Ford","Focus","2001","1800.0","142000","1780"
"Peugeot","207","2007","1397.0","169000","2900"
"Mitsubishi","Carisma","2001","1597.0","330000","750"
"Peugeot","308","2016","1560.0","165493","8490"
"Mercedes","B klasa","2016","1461.0","126846","15990"
"VW","Passat","2010","1598.0","146000","5999"
"Fiat","Croma","2008","1910.0","183500","3100"
"Citroen","C3 Picasso","2010","1397.0","107000","4500"
"Ford","Mondeo","2009","2000.0","177000","5199"
"VW","Golf Sportsvan","2014","1600.0","74500","9800"
"Alfa Romeo","Giulietta","2011","1600.0","182000","5999"
"Citroen","C4 Picasso","2016","1560.0","126447","10690"
"Renault","Clio","2007","1198.0","120000","2990"
"Lada","111","2004","1499.0","98000","950"
"VW","Golf 5","2009","1896.0","202698","4600"
"VW","Polo","2012","1200.0","170000","5800"
"Citroen","C4","2007","1360.0","184669","3000"
"Peugeot","307","2002","2000.0","240000","1550"
"Peugeot","5008","2010","1598.0","203601","6300"
"Ford","Fiesta","2007","1400.0","178210","1900"
"Audi","A4","1996","1781.0","260800","1650"
"Alfa Romeo","156","2001","1900.0","200000","1350"
"Citroen","C3","2013","1600.0","130000","5700"
"Citroen","C4 Picasso","2016","1560.0","167828","10500"
"Nissan","Qashqai","2010","1995.0","171000","8750"
"Renault","Scenic","2002","1998.0","240000","1500"
"Audi","A4","1998","1987.0","299900","2500"
"Nissan","Tiida","2010","1600.0","116150","5150"
"VW","Passat","2000","1900.0","208000","2300"
"Fiat","Croma","2007","1910.0","200000","2650"
"Citroen","C4 Grand Picasso","2015","1560.0","180287","10990"
"Opel","Astra","2005","1910.0","224700","3100"
"Renault","Espace","2015","1598.0","128788","16550"
"Opel","Insignia","2013","1956.0","89000","11990"
"VW","Passat","2000","1900.0","208000","2300"
"Mercedes","A 150","2006","1498.0","201000","3100"
"VW","Golf plus","2005","2000.0","180000","3800"
"Mercedes","E 220","1996","2200.0","25000","1400"
"Mazda","2","2005","1399.0","112697","1800"
"VW","Passat","2004","1898.0","217000","2300"
"Škoda","Yeti","2011","1968.0","228455","8999"
"Citroen","C4 Picasso","2016","1560.0","151387","10900"
"Audi","A3","1996","1800.0","231000","1250"
"Dacia","Sandero","2011","1461.0","187860","3480"
"VW","Polo","2007","1422.0","211700","3250"
"Citroen","ZX","1997","1400.0","198000","550"
"Kia","Sportage","2013","1700.0","158000","10900"
"Ford","C Max","2009","1600.0","180000","3999"
"VW","Golf 4","2000","1596.0","223000","1699"
"Ford","Mondeo","2001","1998.0","290000","1050"
"Peugeot","307","2008","1560.0","146924","2990"
"Opel","Insignia","2015","1956.0","177245","7190"
"Renault","Kangoo","2015","1461.0","141428","6500"
"Škoda","Octavia","2014","1598.0","146705","9499"
"Citroen","C5","2014","1997.0","137879","9950"
"Peugeot","3008","2016","1560.0","179986","9490"
"Citroen","C8","2002","2200.0","393000","1600"
"Mercedes","B 180","2014","1461.0","176957","11890"
"Mercedes","ML 350","2015","2987.0","120957","26990"
"Opel","Zafira","2001","1995.0","300000","1300"
"VW","Golf 5","2009","1390.0","96340","6500"
"Citroen","C4","2015","1560.0","161936","6990"
"Fiat","Stilo","2005","1910.0","259000","2600"
"VW","Golf 6","2012","1598.0","112149","8499"
"VW","Touareg","2015","2967.0","108600","28500"
"Renault","Scenic","2001","1598.0","206362","1450"
"Peugeot","206","2004","1398.0","309000","1350"
"Škoda","Octavia","2015","1598.0","167802","9599"
"Opel","Insignia","2014","1956.0","159528","8190"
"VW","Passat","2003","1900.0","275000","2850"
"Citroen","C4","2015","1560.0","177789","6990"
"Renault","Scenic","2012","1461.0","175000","7100"
"Ford","Focus","2003","1598.0","246","2500"
"Ford","Focus","2006","1753.0","267800","2200"
"VW","Sharan","2012","1968.0","236700","8950"
"Audi","A4","2001","1890.0","179746","3580"
"Škoda","Superb","2014","1968.0","62584","18690"
"BMW","X3","2005","1995.0","199000","5700"
"Ford","Fiesta","2003","1388.0","179420","1650"
"Renault","Megane","2003","1598.0","195000","2100"
"Daewoo","Tacuma","2003","1998.0","199000","1850"
"Opel","Astra","2014","1598.0","209000","6190"
"Lada","Niva","2012","1690.0","68028","4500"
"Škoda","Octavia","2008","1896.0","219567","4700"
"Citroen","Berlingo","2009","1560.0","157000","3190"
"VW","Golf 5","2009","1896.0","163280","5750"
"BMW","318","2014","1995.0","182915","12295"
"Peugeot","308","2016","1997.0","172416","10000"
"Renault","Scenic","2004","1870.0","241000","1890"
"Mazda","CX_7","2010","2184.0","147720","7999"
"Peugeot","308","2014","1560.0","117050","6500"
"BMW","530","2012","2993.0","204000","13890"
"VW","Golf 6","2012","1598.0","162398","5250"
"Škoda","Rapid","2016","1422.0","168284","7800"
"Ford","Focus","2012","998.0","204600","5450"
"Honda","CR_V","2005","2204.0","388991","3600"
"Seat","Alhambra","2015","1968.0","80303","17999"
"Opel","Astra","1998","2000.0","295250","900"
"VW","Touareg","2013","2967.0","134736","19999"
"Zastava","101","2002","1100.0","49650","780"
"Renault","Megane","2010","1870.0","191000","4850"
"Peugeot","207","2007","1400.0","182000","2790"
"VW","Passat","1999","1900.0","221000","2100"
"Ford","C Max","2009","1560.0","245812","2990"
"VW","Passat","1997","1800.0","243000","1800"
"Peugeot","307","2004","1587.0","290000","2200"
"Ford","C Max","2009","1590.0","169000","3590"
"Škoda","Superb","2016","1968.0","119667","19999"
"Citroen","C4 Cactus","2016","1199.0","68723","8990"
"Mercedes","A 170","2002","1689.0","200000","2000"
"Opel","Astra","2003","1686.0","295000","1750"
"Renault","Thalia","2002","1400.0","170000","1000"
"Škoda","Octavia","2008","1968.0","245843","4750"
"Alfa Romeo","GT","2007","1970.0","116000","3300"
"VW","Touareg","2007","2967.0","248913","6999"
"Peugeot","207","2008","1560.0","170000","3100"
"Toyota","Yaris","2019","998.0","19248","9999"
"Peugeot","308","2010","1560.0","250000","4400"
"Citroen","Xsara","2004","2000.0","255000","1600"
"Opel","Corsa","2015","1248.0","179752","5899"
"Opel","Vectra","2008","1910.0","136269","7199"
"Alfa Romeo","Giulietta","2014","1956.0","157070","9990"
"Peugeot","307","2001","1997.0","211000","1400"
"Peugeot","206","2001","1400.0","226766","1349"
"Peugeot","308","2008","1598.0","169000","3499"
"Toyota","Yaris","2019","1496.0","13246","14300"
"Peugeot","3008","2011","1560.0","163000","7350"
"Mercedes","E klasa","2012","2143.0","110000","19490"
"Škoda","Superb","2015","1598.0","221937","10999"
"VW","Passat","1999","1900.0","221000","2100"
"VW","Touran","2008","1900.0","218000","3990"
"VW","Golf 4","2003","1600.0","169000","2050"
"Yugo","Koral","2002","1116.0","89500","499"
"VW","Touareg","2013","2967.0","134736","19999"
"Audi","A3","2004","1968.0","175000","3399"
"Peugeot","206","2006","1360.0","119075","3300"
"Dacia","Sandero","2011","1149.0","96166","4600"
"Opel","Corsa","2008","1248.0","198000","3399"
"Daewoo","Kalos","2004","1150.0","203050","1500"
"Mercedes","B klasa","2015","1461.0","95957","14999"
"Dacia","Logan","2005","1600.0","154000","1200"
"Hyundai","Tucson","2016","1685.0","144918","16550"
"Fiat","Coupe","2000","1800.0","180000","600"
"Fiat","Doblo","2003","1897.0","28200","2200"
"Opel","Zafira","2005","1900.0","219000","3200"
"Škoda","Fabia","2001","1390.0","146855","2400"
"Jeep","Grand Cherokee","2012","2987.0","145000","18500"
"VW","Vento","1993","1781.0","142000","1100"
"Fiat","Bravo","2007","1910.0","177000","3300"
"Fiat","Punto","2001","1200.0","150000","1650"
"Opel","Vectra","1996","1598.0","200000","1200"
"Mazda","CX_7","2010","2184.0","103919","10250"
"Renault","Scenic","2003","1900.0","235000","2000"
"Toyota","Yaris Verso","2006","1299.0","151000","2700"
"Mercedes","200","2006","1991.0","170000","4800"
"Opel","Vectra","1998","1998.0","23700","1150"
"BMW","525","2013","1995.0","265000","13900"
"Peugeot","307","2002","1587.0","182000","2100"
"Citroen","C3","2004","1360.0","236000","1899"
"VW","Touareg","2006","2999.0","228000","3300"
"Ford","Maverick","2004","2000.0","175000","4000"
"Nissan","Almera","1999","1598.0","121000","1800"
"Dacia","Duster","2013","1460.0","141257","6950"
"Peugeot","5008","2012","1560.0","132000","5700"
"Mercedes","E 220","2017","1950.0","16300","38800"
"Chevrolet","Lacetti","2007","1991.0","137000","1650"
"Opel","Astra","2011","1600.0","130000","6990"
"Mercedes","E 200","2008","2140.0","129000","10000"
"VW","Fox","2006","1399.0","160624","2200"
"Opel","Combo","2004","1686.0","162433","2350"
"Fiat","Grande Punto","2013","1242.0","221","2800"
"Land Rover","Freelander","2005","1951.0","207436","3750"
"Lancia","Lybra","2003","1896.0","299463","1250"
"BMW","X3","2006","1998.0","247000","6100"
"Volvo","S40","2002","1.0","220","1600"
"Škoda","Octavia","2002","1900.0","154000","1800"
"Jeep","Patriot","2011","2143.0","125000","6900"
"Toyota","Corolla","1991","1587.0","290000","400"
"Audi","A5","2015","2000.0","206000","18450"
"BMW","316","2013","1995.0","144000","10200"
"Lada","110","2005","1498.0","89000","1050"
"Hyundai","Elantra","2001","1990.0","340000","1200"
"Opel","Kadett","1989","1281.0","77803","500"
"VW","Golf 4","2001","1896.0","233000","2450"
"Suzuki","Grand Vitara","2002","1997.0","215324","4300"
"Renault","Twingo","2007","1149.0","92000","2150"
"Peugeot","206","2002","1400.0","161000","1750"
"Mercedes","A 180","2007","1992.0","238000","3250"
"Renault","Talisman","2016","1600.0","16000","1111"
"Volvo","S40","2002","1.0","220","1600"
"Audi","A6","2004","1968.0","215000","6250"
"Kia","Shuma","1999","1498.0","192000","850"
"Ford","Ka","2004","1299.0","160000","1050"
"Honda","CR_V","2005","2204.0","250000","4100"
"Ford","Kuga","2016","1997.0","141248","12890"
"VW","Touran","2006","1896.0","214000","3900"
"Hyundai","Accent","2000","1341.0","221000","1250"
"VW","Tiguan","2008","1968.0","165000","8200"
"Audi","A3","2010","1600.0","139000","7300"
"Mitsubishi","Pajero Sport","2003","2498.0","250000","6000"
"Opel","Zafira","2016","1598.0","160395","9690"
"Volvo","S60","2011","1560.0","174545","8299"
"Volvo","V60","2015","1969.0","146029","10690"
"Škoda","Fabia","2017","1422.0","75720","7700"
"Mitsubishi","Grandis","2007","1998.0","184000","3800"
"Ford","Focus","2002","1.0","250000","1750"
"Audi","A4","2015","2967.0","158498","12990"
"Mercedes","C klasa","2013","2143.0","171083","12499"
"Škoda","Superb","2015","1968.0","171542","16997"
"BMW","Serija 3","2007","1995.0","247146","4590"
"Škoda","Octavia","2015","1968.0","166022","10990"
"Mercedes","E klasa","2015","2143.0","58327","29990"
"Opel","Astra","2015","1598.0","137631","7000"
"Mercedes","A 170","2002","1700.0","258000","1800"
"Ford","Mondeo","2016","1997.0","123609","12490"
"BMW","Serija 3","2015","1995.0","208072","14490"
"Ford","Mondeo","2016","1997.0","162930","10690"
"Škoda","Fabia","2006","1198.0","158000","1350"
"Mercedes","190","1990","1797.0","296930","900"
"VW","Golf 5","2009","1896.0","171000","4100"
"Audi","Q3","2017","1984.0","103950","23000"
"Peugeot","307","2008","1560.0","196480","3199"
"Ford","Galaxy","2015","1997.0","160478","12990"
"VW","Golf 7","2015","1968.0","149509","10990"
"Škoda","Fabia","2017","1422.0","58830","7950"
"Ford","C Max","2015","1499.0","155118","9790"
"Mazda","6","2009","1998.0","164930","6199"
"Ford","Focus","2010","1753.0","109677","6290"
"Mercedes","C klasa","2012","2143.0","188277","10999"
"Škoda","Octavia","2016","1968.0","179347","11290"
"Mercedes","S klasa","2015","2987.0","78700","48490"
"Audi","A6","2016","2967.0","128427","28100"
"Mazda","6","2011","2183.0","153760","6799"
"Ford","S_Max","2009","1753.0","180750","5499"
"VW","Touran","2014","1968.0","158661","11190"
"Opel","Insignia","2014","1956.0","143480","8990"
"Škoda","Superb","2016","1986.0","105210","18499"
"Ford","Mondeo","2016","1997.0","151409","11790"
"Mazda","6","2015","2191.0","134906","16999"
"Opel","Mokka","2016","1598.0","167797","10990"
"Citroen","C4","2011","1598.0","79344","6499"
"Maserati","Ghibli","2015","2979.0","14779","54990"
"Renault","Laguna","2008","1598.0","232922","2700"
"VW","Golf 5","2009","1390.0","198295","6499"
"Mercedes","M klasa","2015","2987.0","85348","32900"
"Peugeot","307","2006","1560.0","188300","3199"
"Audi","A5","2013","1968.0","162230","13290"
"BMW","Serija 2","2015","1496.0","114145","11690"
