"brand","make","year","cm3","km","price"
"Škoda","Octavia","2014","1968.0","175592","10790"
"Mazda","6","2016","2191.0","118915","13690"
"VW","Passat","2015","1968.0","134978","18450"
"Mercedes","B klasa","2015","1461.0","90904","12190"
"VW","Passat","2016","1968.0","157965","13590"
"Opel","Insignia","2015","1956.0","107652","10990"
"Opel","Corsa","2008","1400.0","151000","3400"
"Renault","Clio","2010","1461.0","127857","3750"
"Škoda","Rapid","2015","1600.0","157000","7200"
"Opel","Corsa","2004","1200.0","178946","1850"
"Jeep","Commander","2007","2987.0","240000","14000"
"Mercedes","A 160","2001","1689.0","198000","2300"
"Renault","Megane","2014","1461.0","157233","7190"
"Mercedes","A 200","2016","2143.0","60000","14990"
"BMW","X5","2009","2993.0","261903","12990"
"Honda","Civic","2003","1396.0","177500","2550"
"Subaru","XV","2013","1998.0","190000","10600"
"Opel","Astra","2007","1910.0","180000","2750"
"Hyundai","Tucson","2005","1991.0","107000","4500"
"Opel","Vectra","1997","1990.0","270000","780"
"BMW","216","2015","1496.0","159807","12950"
"Mercedes","C 200","2004","2148.0","301300","3800"
"Mercedes","B 180","2009","1991.0","162000","6650"
"Citroen","C3","2004","1398.0","162000","2100"
"Fiat","Grande Punto","2008","1300.0","187739","2700"
"Renault","Clio","2005","1458.0","191327","1750"
"Yugo","55","1996","1116.0","73000","680"
"Fiat","Stilo","2003","1900.0","213000","1700"
"Peugeot","206","2002","2000.0","215865","1999"
"Renault","Megane","2009","1461.0","181000","4150"
"Opel","Astra","2006","1910.0","152427","2700"
"Lancia","Delta","2012","1956.0","77500","11500"
"VW","Passat","1998","1600.0","306500","650"
"Mercedes","ML 320","2008","2987.0","220000","12990"
"Mercedes","E 200","2008","2200.0","270000","7300"
"Mercedes","C 200","2001","1948.0","243000","2780"
"Opel","Zafira","2001","1800.0","250000","1800"
"Audi","A4","2016","1968.0","181209","21999"
"VW","Golf 2","1990","1600.0","250000","800"
"Audi","A4","2005","1960.0","250000","4200"
"Škoda","Yeti","2012","1390.0","187470","5999"
"VW","Passat","2004","1896.0","259000","3550"
"Ford","Fiesta","2002","1250.0","180000","800"
"Audi","A4","2014","1968.0","162094","11690"
"Audi","A6","2018","2986.0","15209","37899"
"VW","Polo","2009","1422.0","165000","2850"
"BMW","X3","2006","1989.0","208000","6450"
"Mercedes","A 190","2004","1898.0","180000","2800"
"Peugeot","307","2003","1598.0","238700","2100"
"Seat","Cordoba","2006","1390.0","226609","1750"
"Audi","A4","2007","1980.0","218000","4750"
"Fiat","Punto","2003","1248.0","233000","1850"
"Renault","Megane","2009","1461.0","229000","3350"
"Peugeot","206","2005","1400.0","220000","1650"
"Opel","Astra","2007","1386.0","187000","1650"
"Kia","Sportage","2012","1685.0","216600","9290"
"Renault","Clio","2007","1461.0","236389","2200"
"Renault","Clio","2015","1461.0","105089","6950"
"Renault","Megane","2007","1598.0","151000","3150"
"Peugeot","307","2002","1600.0","228000","1600"
"Renault","Kangoo","2003","1500.0","234000","1400"
"Mercedes","A 170","2001","1700.0","240000","1750"
"Ford","Transit","2016","1995.0","54500","16900"
"Suzuki","SX 4","2012","1586.0","82000","5950"
"Ford","Mondeo","2001","1800.0","335000","1300"
"Seat","Ibiza","2002","1198.0","265000","1300"
"Citroen","Xsara Picasso","2004","2000.0","290000","500"
"Fiat","Stilo","2005","1910.0","211880","1650"
"VW","Golf 5","2006","1390.0","97000","3600"
"Hyundai","Elantra","2004","1.0","280","1800"
"VW","Phaeton","2003","3189.0","136000","5000"
"Škoda","Fabia","2002","1390.0","198397","2290"
"Peugeot","206","2001","1100.0","156000","1550"
"Renault","Megane","2009","1461.0","173715","3950"
"Ford","Fusion","2005","1560.0","140000","2490"
"Fiat","Punto","2002","1242.0","136000","1299"
"Hyundai","i10","2016","998.0","102088","4499"
"Honda","Civic","2015","1996.0","52700","27900"
"Fiat","Grande Punto","2008","1242.0","179000","2950"
"VW","Touran","2006","1968.0","247178","4450"
"Mercedes","C klasa","2012","2143.0","220958","9500"
"Audi","A4","2015","1968.0","185009","13900"
"Opel","Astra","2006","1248.0","209560","2500"
"Škoda","Superb","2017","1597.0","98000","15950"
"VW","Touran","2004","1988.0","202176","2999"
"Peugeot","206","2003","1868.0","120000","450"
"VW","Golf 4","2001","1900.0","320000","1600"
"Ford","Galaxy","2004","1900.0","288000","2680"
"Alfa Romeo","156","2003","1910.0","255000","1999"
"Citroen","C5","2001","1997.0","250000","1500"
"Honda","Accord","2004","2204.0","213000","3490"
"VW","Golf 4","2004","1600.0","165000","2499"
"Alfa Romeo","159","2011","1956.0","148643","4150"
"Renault","Scenic","2009","1461.0","218000","4250"
"VW","Golf 4","2002","1390.0","234000","1250"
"Renault","Megane","2001","1595.0","500000","500"
"Ford","S_Max","2011","1997.0","212000","5999"
"Audi","A6","2009","2698.0","265378","8400"
"Mazda","5","2006","1997.0","191000","2800"
"Audi","A4","2006","1968.0","220","6000"
"Lancia","Ypsilon","2006","1248.0","181161","2590"
"Suzuki","Jimny","2002","1300.0","95732","5000"
"Audi","A4","2008","1998.0","202125","5300"
"VW","Touareg","2004","2461.0","210000","5000"
"Fiat","Grande Punto","2006","1368.0","314000","1999"
"Opel","Corsa","2005","1300.0","14000","2100"
"VW","T3","1980","1588.0","290100","1000"
"Ford","Focus","2004","1753.0","320000","1650"
"Seat","Ibiza","2004","1898.0","176244","2099"
"Fiat","Stilo","2002","1780.0","210000","1400"
"Škoda","Octavia","2003","1598.0","187000","1450"
"Opel","Corsa","2006","1229.0","121","2700"
"Peugeot","207","2008","1560.0","148649","3190"
"Škoda","Octavia","2012","1598.0","254297","5600"
"Toyota","Yaris","2010","1364.0","152494","4590"
"VW","Golf 6","2011","1598.0","254586","5990"
"Nissan","Qashqai","2016","1598.0","147084","13250"
"Nissan","Qashqai","2009","1598.0","170911","6290"
"Fiat","Punto","2004","1248.0","145097","1990"
"Smart","ForFour","2004","1499.0","168630","3199"
"Volvo","V50","2004","1998.0","181026","3590"
"Peugeot","307","2004","1997.0","184314","2790"
"VW","Passat","2015","1968.0","80056","17990"
"Ford","C Max","2005","1560.0","168326","2990"
"Lancia","Musa","2005","1248.0","133556","2990"
"VW","Sharan","2016","1968.0","126500","23999"
"Seat","Ibiza","2002","1390.0","184000","1990"
"Audi","A6","2012","2967.0","188500","13800"
"Peugeot","407","2008","1997.0","229144","3590"
"VW","Polo","2007","1422.0","133660","2990"
"Škoda","Fabia","2015","1422.0","149666","7800"
"Seat","Ibiza","2012","1199.0","127424","5590"
"Škoda","Octavia","2017","1598.0","187100","10790"
"BMW","Serija 1","2009","1995.0","170043","5499"
"Škoda","Superb","2011","1968.0","162609","10000"
"BMW","Serija 1","2008","1995.0","210494","4990"
"Ford","Focus","2014","998.0","89712","6999"
"Nissan","Qashqai","2008","1997.0","105574","7999"
"VW","Golf 5","2008","1390.0","199145","5299"
"VW","Passat","2015","1968.0","151310","15499"
"VW","Golf 5","2007","1896.0","186593","4390"
"Renault","Modus","2007","1461.0","153418","3190"
"Alfa Romeo","159","2006","1910.0","197169","3790"
"Škoda","Octavia","2012","1598.0","196241","5990"
"BMW","Serija 5","2011","2993.0","274442","11990"
"Kia","Ceed","2007","1582.0","293353","2499"
"VW","Polo","2005","1198.0","176143","3190"
"Chrysler","PT Cruiser","2005","2148.0","217990","2290"
"Mercedes","C klasa","2009","2148.0","295649","5790"
"Citroen","C3","2006","1124.0","148664","2690"
"Citroen","C3","2006","1124.0","81077","2690"
"Ford","Focus","2006","1560.0","206100","2500"
"Subaru","Outback","2015","1998.0","159768","11490"
"Škoda","Octavia","2015","1598.0","130363","10999"
"Opel","Insignia","2012","1956.0","79566","9499"
"Fiat","500","2012","1242.0","119524","5690"
"Peugeot","307","2005","1587.0","87200","3390"
"Škoda","Octavia","2015","1598.0","134081","10399"
"Audi","A6","2005","2967.0","368209","4990"
"Peugeot","206","2004","1398.0","185228","1990"
"VW","Golf 6","2011","1598.0","227143","6290"
"Mercedes","A 180","2013","1796.0","213600","11990"
"VW","Passat","2006","1968.0","258001","3990"
"Škoda","Fabia","2007","1198.0","200369","2690"
"VW","Golf 6","2011","1598.0","267068","4999"
"Škoda","Fabia","2016","1422.0","112298","8200"
"Opel","Zafira","2005","1998.0","101119","4290"
"Renault","Scenic","2005","1400.0","192000","2550"
"VW","Passat","2007","1968.0","265174","4190"
"VW","Passat","2012","1968.0","182000","9900"
"Peugeot","308","2012","1596.0","220869","6000"
"Opel","Agila","2001","973.0","113160","1200"
"Ford","Focus","2007","1388.0","137250","2499"
"Audi","A3","2012","1197.0","82245","7990"
"Opel","Astra","2005","1910.0","250063","2300"
"VW","New Beetle","2004","1896.0","143756","4000"
"Škoda","Fabia","2010","1422.0","228469","2700"
"BMW","Serija 5","2009","1995.0","232488","7290"
"Seat","Ibiza","2011","1199.0","120175","5190"
"BMW","Serija 3","2015","1995.0","164592","15200"
"Ford","Fiesta","2008","1249.0","176540","2550"
"Mercedes","300","1981","3000.0","200","3500"
"Ford","Focus","2017","2261.0","25870","31500"
"Mazda","3","2008","1560.0","188757","3390"
"Škoda","Octavia","2013","1598.0","256318","5990"
"BMW","Serija 1","2005","1596.0","95806","3900"
"BMW","X6","2015","2993.0","125000","37190"
"BMW","X5","2008","2993.0","278021","9990"
"Mercedes","M klasa","2004","2685.0","332540","4900"
"Opel","Zafira","2007","1.0","172","1950"
"VW","Passat","2014","1968.0","221333","11390"
"BMW","X5","2009","2993.0","197446","13490"
"Peugeot","307","2007","1600.0","220000","3500"
"Škoda","Superb","2012","1598.0","238403","7990"
"VW","Passat","2012","1968.0","238707","8190"
"Škoda","Fabia","2012","1198.0","102902","3990"
"Škoda","Octavia","2008","1896.0","239316","4200"
"Škoda","Octavia","2007","1896.0","224808","4400"
"Škoda","Octavia","2006","1968.0","188242","4490"
"Škoda","Fabia","2007","1422.0","103080","3790"
"VW","Passat","2016","1968.0","189000","12999"
"Suzuki","Grand Vitara","1999","1995.0","139000","3666"
"Renault","Laguna","2008","2.0","187000","3850"
"Škoda","Superb","2012","1598.0","218626","8390"
"Chrysler","PT Cruiser","2005","2148.0","235548","2100"
"Citroen","Xsara","2002","1360.0","268000","1399"
"Audi","A6","2009","2967.0","201731","8490"
"Audi","A6","2009","1968.0","232885","7990"
"Opel","Meriva","2008","1598.0","167135","4199"
"VW","Passat","2015","1598.0","165170","11200"
"Seat","Leon","2006","1998.0","250000","3000"
"VW","Golf 6","2013","1598.0","239900","7400"
"Ford","Focus","2004","1753.0","250000","1650"
"Škoda","Octavia","2009","1968.0","256828","5990"
"Opel","Campo","1993","2255.0","178900","1499"
"Ford","C Max","2003","1997.0","238427","2300"
"VW","Golf 3","1998","1390.0","276319","1199"
"Mercedes","B klasa","2007","1991.0","223063","4490"
"BMW","Serija 3","2009","1995.0","196212","5990"
"Škoda","Octavia","2014","1598.0","211593","8390"
"Mercedes","E 230","1987","2249.0","340000","1000"
"Toyota","Yaris","2009","998.0","145485","3990"
"Mercedes","M klasa","2007","2987.0","167000","9990"
"Volvo","V50","2007","1560.0","239299","2850"
"Ford","C Max","2018","1499.0","31660","16490"
"Peugeot","307","2004","1998.0","201500","2300"
"Mazda","323F","2001","1998.0","219000","600"
"Peugeot","5008","2015","1560.0","169175","9950"
"Renault","Scenic","2009","1397.0","171000","4350"
"Peugeot","206","2002","1100.0","210000","1650"
"Fiat","Stilo","2002","1600.0","155000","1700"
"Mazda","2","2005","1399.0","151000","1900"
"VW","Polo","2008","1390.0","143348","3300"
"Renault","Megane","2005","1600.0","104000","2350"
"Fiat","Palio","2002","1599.0","194000","1150"
"Fiat","Grande Punto","2006","1910.0","171932","2000"
"Mercedes","B 200","2013","1796.0","143000","11350"
"Opel","Astra","2006","1300.0","193500","2950"
"Renault","Megane","2012","1461.0","125000","5200"
"Hyundai","Santa Fe","2004","1998.0","195234","3790"
"Renault","Scenic","2017","1461.0","150000","10350"
"VW","Golf 5","2006","1968.0","216400","4000"
"VW","Golf 7","2014","1598.0","187915","9690"
"Renault","Megane","2003","1587.0","194000","1480"
"Opel","Corsa","2017","1248.0","90745","8650"
"Škoda","Octavia","2007","1900.0","218000","4150"
"Renault","Captur","2013","1461.0","208000","7700"
"Opel","Vectra","2000","2000.0","235000","1000"
"Mercedes","C 180","2000","1.0","220000","2650"
"Ford","Streetka","2003","1599.0","143103","2350"
"Škoda","Octavia","2015","1598.0","179248","9290"
"VW","Polo","2016","1000.0","99000","7300"
"Opel","Astra","2007","1598.0","265000","2999"
"Hyundai","i30","2014","1582.0","132000","7300"
"Alfa Romeo","Giulietta","2016","1956.0","161767","8750"
"Citroen","C2","2004","1360.0","149000","1600"
"Ford","Fiesta","2010","1560.0","151000","3990"
"Opel","Astra","2016","1598.0","155660","9950"
"Audi","A4","2007","1968.0","185207","5400"
"BMW","118","2009","1988.0","185000","4250"
"Renault","Megane","2008","1461.0","200000","3250"
"VW","Golf plus","2005","1896.0","202000","3900"
"Seat","Ibiza","2001","1398.0","168000","2250"
"Opel","Corsa","2005","1300.0","165000","2050"
"Fiat","500L","2015","1400.0","62000","7000"
"VW","Golf 6","2011","1598.0","162441","7650"
"Ford","C Max","2018","1499.0","21","16490"
"Ford","Focus","2004","1753.0","195000","2100"
"Fiat","Doblo","2001","1900.0","245000","1600"
"Škoda","Octavia","2013","1598.0","132096","6900"
"VW","Golf 5","2009","1968.0","232065","6690"
"VW","Passat","2011","1981.0","157000","15900"
"Chevrolet","Cruze","2009","1998.0","243000","4900"
"BMW","520","2001","1998.0","28700","4199"
"Renault","Modus","2004","1461.0","237300","3000"
"Renault","Megane","2005","1897.0","216000","2190"
"Citroen","Xantia","1999","1798.0","200000","330"
"Opel","Corsa","2004","1200.0","100000","2400"
"Ford","Galaxy","2004","1896.0","337689","2500"
"VW","Golf 5","2006","1390.0","169897","3490"
"Nissan","Navara","2007","2488.0","126991","8500"
"VW","Multivan","2018","1968.0","44250","48000"
"Chevrolet","Aveo","2007","1200.0","120000","2600"
"Opel","Zafira","2002","1950.0","337627","2000"
"MINI","Cooper","2008","1598.0","143226","8999"
"Škoda","Felicia","1999","1300.0","245","550"
"Audi","A3","2010","1400.0","220000","7290"
"Fiat","Punto","2002","1242.0","217000","1600"
"Hyundai","i30","2019","1353.0","10089","16990"
"Suzuki","SX 4","2007","1490.0","113053","4400"
"Renault","Megane","2004","1461.0","234000","1750"
"Renault","Clio","1997","1200.0","230500","850"
"Lada","Niva","2002","1700.0","130000","1700"
"Renault","Scenic","2004","1870.0","250000","1650"
"Lada","Niva","2002","1700.0","130000","1700"
"Fiat","Doblo","2012","1956.0","166679","5400"
"Škoda","Yeti","2015","1968.0","100900","13990"
"Fiat","Stilo","2002","1900.0","30000","1650"
"VW","Sharan","2006","1968.0","157390","5799"
"Opel","Astra","2014","1598.0","153991","6850"
"Renault","Megane","1996","1400.0","168087","100"
"Peugeot","206","2003","1360.0","267000","1850"
"Opel","Astra","2005","1686.0","204000","2700"
"Škoda","Superb","2004","1900.0","256000","3100"
"Opel","Astra","1998","1700.0","241131","780"
"BMW","318","2005","1995.0","280000","3300"
"VW","Bora","2005","1893.0","175000","2100"
"Opel","Astra","2002","1686.0","216062","1850"
"Škoda","Octavia","2016","1968.0","148900","15250"
"Škoda","Octavia","2008","1968.0","224385","4550"
"Honda","Civic","2003","1700.0","180000","99"
"Fiat","Grande Punto","2008","1242.0","142996","3000"
"VW","Golf plus","2005","1897.0","188717","2900"
"Smart","ForTwo","2010","999.0","116372","3250"
"Fiat","Punto","2002","1910.0","280123","999"
"Škoda","Octavia","2014","1598.0","183925","8990"
"Chevrolet","Aveo","2007","1200.0","120000","2600"
"VW","Golf 2","1992","1595.0","188000","900"
"Ford","B Max","2012","1598.0","130800","7499"
"VW","Touran","2016","1968.0","151660","19500"
"Opel","Corsa","1998","1400.0","185000","1100"
"Honda","Jazz","2005","1339.0","180000","99"
"Audi","Q7","2019","2967.0","19495","69000"
"Audi","Q5","2014","2967.0","130750","17990"
"Fiat","Grande Punto","2006","1242.0","205000","2300"
"Citroen","C3","2004","1398.0","158000","2300"
"Opel","Astra","2017","1598.0","163457","9950"
"MINI","Cooper","2007","1560.0","150212","4750"
"VW","Golf 4","2001","1600.0","182000","1700"
"BMW","X5","2012","2993.0","207824","16850"
"Opel","Insignia","2008","1956.0","297480","5000"
"Škoda","Fabia","2008","1422.0","255000","2750"
"Mitsubishi","Colt","2007","1332.0","162000","2000"
"VW","Golf 6","2011","1598.0","269250","4299"
"Volvo","XC 60","2012","2400.0","222068","11990"
"Opel","Corsa","2003","1753.0","190000","1000"
"Renault","Clio","2015","1461.0","137781","6660"
"VW","Golf 4","2002","1390.0","216000","2000"
"VW","Passat","2011","1968.0","106087","9200"
"Mercedes","B 180","2010","1991.0","182000","6250"
"MINI","Countryman","2011","16000.0","139320","7690"
"Peugeot","307","2006","1560.0","200000","2850"
"VW","Polo","2005","1398.0","153217","2750"
"Citroen","C3","2004","1398.0","158000","2300"
"Nissan","Qashqai","2016","1596.0","108000","14500"
"VW","Golf 6","2010","1598.0","160321","6200"
"BMW","320","2011","1998.0","1998","8900"
"Citroen","C3","2003","1379.0","198700","1750"
"Peugeot","207","2008","1560.0","125400","3300"
"Hyundai","Tucson","2005","1991.0","234000","3950"
"Renault","Twingo","2009","1149.0","142530","2250"
"BMW","316","2001","1895.0","260000","2100"
"Mercedes","A 170","2003","1689.0","180000","2190"
"Toyota","Corolla","2002","1600.0","150166","1990"
"Opel","Vectra","1998","2000.0","270000","1300"
"Nissan","Almera","2004","1500.0","178000","100"
"Dacia","Sandero","2011","1390.0","91483","3975"
"Mercedes","A 170","2004","1700.0","230000","1850"
"Ford","Fiesta","2017","1242.0","50000","7990"
"Seat","Altea","2007","1896.0","179000","3150"
"Dacia","Logan","2005","1390.0","107000","1600"
"BMW","525","2004","2497.0","256899","6600"
"Fiat","Sedici","2008","1910.0","188500","3000"
"Audi","A4","2004","1900.0","285000","3100"
"Audi","80","1994","1936.0","2222222","1250"
"Opel","Astra","2011","1686.0","211000","5750"
"Ford","Focus","2013","1560.0","194895","6490"
"Alfa Romeo","147","2007","1598.0","70908","3690"
"VW","Passat","2015","1968.0","195235","11790"
"Fiat","500X","2015","1956.0","121000","14100"
"Hyundai","ix35","2011","1591.0","135681","9250"
"VW","Caddy","2009","1896.0","242130","4300"
